
DatasetName	SightingKey	SpeciesCode	KingdomName	ClassName	FamilyName	SortOrder	ScientificName	Exotic	CommonName	NSWStatus	CommStatus	SensitivityClass	ProfileID	DateFirst	DateLast	NumberIndividuals	EstimateTypeCode	SourceCode	ObservationType	Status	ValidationFlags	LocationKey	Description	Latitude_GDA94	Longitude_GDA94	Zone	Easting	Northing	Accuracy	SightingNotes	LocationNotes	
Armidale 2022 Koala Drone Surveys	SPJGI8177575	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					24/08/2022 23:37:00	24/08/2022 23:37:00	1		4	DR	Valid and accepted without modification		LPJGI1038054	No description provided	-30.330201000	151.648495000	56	370078	6643851	20.0000			
AWC-NSW Parks Partnership Projects	SPJGI6531090	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					25/04/2020 05:39:31	25/04/2020 05:39:31	1	X	4	Q	Valid and accepted without modification		LPJGI0588585	Pilliga	-30.635080000	149.232401000	55	713952	6608715	100.0000	Location: Road, Unfenced	RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6531091	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					25/04/2020 05:39:32	25/04/2020 05:39:32	1	X	4	Q	Valid and accepted without modification		LPJGI0588585	Pilliga	-30.635080000	149.232401000	55	713952	6608715	100.0000	Location: Road, Unfenced	RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6531092	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					25/04/2020 05:39:32	25/04/2020 05:39:32	1	X	4	Q	Valid and accepted without modification		LPJGI0588585	Pilliga	-30.635080000	149.232401000	55	713952	6608715	100.0000	Location: Road, Unfenced	RoadCam	
Data Priorities Fauna Survey	SBDH1103093G	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					18/12/2010 22:30:00	18/12/2010 23:35:00	1	E	4	W	Valid and accepted without modification		LBDH11030902	Gardens of Stone NP- Hughes Defile Trip- Slightly to the North of the catchment divided in Hughes Defile	-33.216237778	150.131107682	56	232611	6321071	10.0000		T1: E. piperita & E. cypellocarpa & E. blaxlandii & E. fastigata ?; T2: Euc regen & Acacia & persoonia; Shrub: Banksia & Leucopogon  North facing gully dropping steeply from ridge crest lined by cliffs on either side. Ground cover mostly litter with Pteridium & Clematis	
Data Priorities Fauna Survey	SHXA0405281K	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					06/05/2004 17:40:00	06/05/2004 18:45:00	3		4	W	Accepted as valid from quarantine	ACD,	LKEM04052804	Blue Mountains - Kanangra Area. Site is just south of Johhny Barnes Flat - Three Gully (MAR23O) Specified Map No: 8829-1-S Specified Reserve: Blue Mountains NP	-34.178975070	149.920332969	55	769163	6214144	10.0000		Site is predominantly compised of gum and peeling bark eucalypts in canopy perhaps E. viminalis. E. haemostoma also present but those by creekside unknown. Lots of eucalypts in flower.	
Data Priorities Fauna Survey	SKEM0405280C	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					05/05/2004 01:32:00	05/05/2004 02:37:00	5		4	W	Accepted as valid from quarantine	ACD,	LSQR0402020H	Blue Mtns Kanangra- Jerrong road. Approximately 500m south-west of centre of Rotten swamp (BMK16) Specified Map No: 8829-1-S Specified Reserve: Blue Mountains NP	-34.184325369	149.882422811	55	765651	6213650	100.0000	A group of 5-10 individuals heard howling to the north/northwest of the site about 300-400m away during the barking owl final listening period.		
Data Priorities Fauna Survey	SKEM0405312H	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					06/05/2004 07:00:00	06/05/2004 07:00:00	1		4	W	Accepted as valid from quarantine	ACD,	LKEM0405310S	Blue Mountains NP - Kanangra area - opportunistic offsite location - Abercrombie River hut campsite - Speary Creek Specified Reserve: Blue Mountains NP	-34.165337987	149.941768534	55	771183	6215600	10.0000			
Data Priorities Fauna Survey	SKEM04060317	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					19/05/2004 20:52:00	19/05/2004 21:57:00	1		4	W	Valid and accepted without modification		LKEM04060202	Nattai NP - north of High Range on Jocks Creek approximately 100m from private property boundary (OWL3) Specified Map No: 8929-2-N Specified Reserve: Nattai NP	-34.355607459	150.342723695	56	255602	6195214	10.0000	Call came from over 500m to the south. Also called during the powerful owl playback call.	On edge of private property so cleared. Sparse ground cover.T1 - forest red gum & stringybark. T2 - forest red gum & paperbark. S1 paperbark. S2 -lomandra	
Data Priorities Fauna Survey	SLTM08021433	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					21/11/2007 07:45:00	21/11/2007 07:45:00	1		4	W	Valid and accepted without modification		LLTM0802120E	Southeastern Wollemi NP - Angorawa Creek - Angorawa Creek Track near new Yard Creek approx. 2km West of Putty Road. Specified Map No: 9031-3-N Specified Reserve: Wollemi NP	-33.317793854	150.682714095	56	284285	6311085	10.0000	by magarey. - dingo like howling from southwest	Dominant at ground layer - Hummock Grass  T1- Euc. pipperita/Mahogany notabilis/  S1- Banksia serrata/Allocasuarina torulosa/  S2- Bursaria/Lomatia silaifolia/Acacia/	
Data Priorities Fauna Survey	SLTM08021518	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					21/11/2007 09:20:00	21/11/2007 09:20:00	1		4	W	Valid and accepted without modification		LLTM0802150Q	Southeastern Wollemi NP - Angorawa Creek - Angorawa Specified Map No: 9031-3-N Specified Reserve: Wollemi NP	-33.261376116	150.633975478	56	279605	6317240	10.0000	Howling		
Data Priorities Fauna Survey	SLTM0903129O	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					18/02/2009 21:55:00	18/02/2009 22:10:00	1		4	W	Valid and accepted without modification		LLTM0903060E	South Western Wollemi NP - Glow Worm Tunnel Survey - Glow Worm Tunnel Road - 1.6km South of Old Coach Road Junction. Specified Map No: 8931-3-N Specified Reserve: Wollemi NP	-33.294478917	150.235053525	56	242532	6312654	4.0000	1km to the east - Howling - before survey time	Photo no. 611/612 DECC/  On plateau. Woodland dominated by Scribbly Gum/Stringybark sp. and E. piperita. Low shrublayer dominated by Leptospermum. Ground dominated by Herb/Grass.  T1- Scribbly Gum/Stringybark/E. piperita/ T2- Scribbly Gum/Stringybark/E. piperita/ S1- Leptospermum sp./Eucalypt saplings/Acacia sp./Others/	
Data Priorities Fauna Survey	SLXH0705173I	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					23/03/2007 01:50:00	23/03/2007 02:55:00	4	E	4	W	Valid and accepted without modification		LLTM07051406	Sth Yengo NP and Parr SCA - Big Yango Area - The Bullock Run approx. 1.3km NW of Mount Calore Specified Map No: 9031-1-N	-33.011514721	150.867617347	56	300809	6345417	9.0000	howling far off to south  off site	T1-C.eximia/e.punctata/e.sparsifolia T2-a.bakeri/c.eximia S1-Acacia spp./leucopogon/podolobium ilicifolium/hardenbergia/p.laevis/xanthorrea/xylomelum pyriformes/grevilliea buxifolia	
Data Priorities Fauna Survey	SSQR03102406	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					08/10/2003	08/10/2003	2		4	O	Valid and accepted without modification		LSQR03102405	Nattai- Nattai river Specified Map No: 8929-1-S Specified Reserve: Nattai NP	-34.195141901	150.381643564	56	258724	6213107	100.0000	2 pups in Alluvial forest		
Data Priorities Fauna Survey	SSQR04021677	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					06/02/2004 06:40:00	06/02/2004 06:40:00	1		4	K	Accepted as valid from quarantine	ACD,	LSQR0402110L	Blue Mtns Kanangra- Banshea road approximately 400m east of junction with unnamed firetrail (BMK32) Specified Map No: 8829-1-N Specified Reserve: Blue Mountains NP	-34.024786632	149.925591819	55	770138	6231235	100.0000			
Data Priorities Fauna Survey	SSQR0504073J	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					14/01/2005 08:13:00	14/01/2005 08:30:00	1	+	4	F	Valid and accepted without modification		LSQR05033100	Yengo south- southern link trail approx 1.8km southwest of junction with Settlers rd. On narrow ridge line Specified Map No: 9032-2-N Specified Reserve: Yengo NP	-32.869448550	150.906130097	56	304094	6361243	6.0000		Exposed narrow 20m wide rocky ridge with Banksia. Slopes down sharply (45deg) on either side. Dominant ground layer: Rush  Emergent: E.exima; T1: E.exima, A.bakeri,B.serrata,E.pinetata(?); T2: Leptospermum,A.bakeri; S1:Bank marginata?,Lepto,Xylomelum,P.levis; S2: Flannel flower,Xanthorrea	
DPIE Data from Scientific Licences dataset	SADBI0019350	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					07/09/2008	07/09/2008	4	X	4	O	Valid and accepted without modification		LADBI0001226	Myall Lakes National Park, Mungo Brush	-32.542758776	152.309750602	56	435189	6399191	50.0000	2 adults crossed the road in front of my car. They then turned around and there were 2 large pups on the other side of the road. They stayed there (rather than trying to cross the road in front of me) and then backed up as my car approached. The adults stood on their side of the road and waited until I drove past, looking back at their pups.	NPWS Vegetation Class: Littoral Rainforest.  Finally dry weather after 4 days of torrential rain and gale force winds. Huge amounts of fresh leaves, twigs and larger branches on the ground.	
DPIE Data from Scientific Licences dataset	SADBI0019352	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					29/08/2008	29/08/2008	1	X	4	O	Valid and accepted without modification		LADBI0001227	Smiths Lake, Horse Point	-32.400395837	152.475215242	56	450648	6415061	50.0000	Walked past the open air pavilion, only about 20 metres away from 20 people during daytime.	NPWS Vegetation Class: Coastal Swamp Forest, Coastal Heath Swamp.  29 and 30 August 0% cloud to 5pm. Cloud coming in then and light rain at 10pm changed to very heavy rain at 3pm. 100% cloud 31 August and sprinkling rain during afternoon and heavy rain at night. 1 September 0% cloud, very little breeze	
DPIE Data from Scientific Licences dataset	SAQFI0005243	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					04/06/2002	04/06/2002	1		4	O	Valid and accepted without modification		LAQFI0005237	Putty Valley Road, Putty	-33.005959247	150.683972500	56	283637	6345670	10000.0000			
DPIE Data from Scientific Licences dataset	SCAMI0006883	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					21/04/2012	21/04/2012	2		4	O	Valid and accepted without modification		LCAMI0001508	Ulan Coal Mine, Ulan	-32.222900711	149.705786811	55	754997	6431645	30.0000	Camera used		
DPIE Data from Scientific Licences dataset	SCAMI0013125	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					04/05/2012	04/05/2012	1		4	O	Valid and accepted without modification		LCAMI0003309	Newnes	-33.476670353	150.223319856	56	241978	6292417	30.0000			
DPIE Data from Scientific Licences dataset	SCAMI0021255	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					08/06/2012	08/06/2012	1		4	F	Valid and accepted without modification		LCAMI0005349	Pooncarie	-33.397819136	142.491098875	54	638670	6303616	30.0000		mallee	
DPIE Data from Scientific Licences dataset	SCAMI0021368	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					09/06/2012	09/06/2012	1		4	O	Valid and accepted without modification		LCAMI0005279	Pooncarie	-33.404204451	142.489584313	54	638519	6302910	30.0000		mallee	
DPIE Data from Scientific Licences dataset	SDFKI0024328	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					28/05/2023 18:21:00	28/05/2023 18:21:00	1	X	4	Q	Valid and accepted without modification		LDFKI0003771	Roys Road, Krambach	-32.037724235	152.256167951	56	429769	6455141	1.0000			
DPIE Data from Scientific Licences dataset	SDFKI0024333	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					23/05/2023 07:39:00	23/05/2023 07:39:00	1	X	4	Q	Valid and accepted without modification		LDFKI0003774	Bootawa Dam Road, Bootawa	-31.910837123	152.384436039	56	441800	6469282	1.0000			
DPIE Data from Scientific Licences dataset	SDFKI0096498	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					07/12/2022	16/01/2023	1	X	4	Q	Valid and accepted without modification		LDFKI0023780	Near Scenic Drive, Bilambil Heights	-28.208563836	153.483393931	56	547437	6879599	10.0000			
DPIE Data from Scientific Licences dataset	SDFKI0096499	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					07/12/2022	16/01/2023	1	X	4	Q	Valid and accepted without modification		LDFKI0023779	Near Scenic Drive, Bilambil Heights	-28.204844106	153.488665661	56	547956	6880009	10.0000			
DPIE Data from Scientific Licences dataset	SDFKI0097968	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					01/06/2023	01/06/2023	1		4	O	Valid and accepted without modification		LDFKI0025132	Fern Gully walk to the end	-33.575000000	150.959444444	56	310610	6283100	100.0000			
DPIE Data from Scientific Licences dataset	SDFKI0160797	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					18/09/2023	01/12/2023			4	AR	Valid and accepted without modification		LDFKI0045162	Woombah East Fire trail. Adjacent to Bundjalung National park	-29.338404200	153.278073400	56	526996	6754489	300.0000	Recorded on Songmeter (SM4) during Nature Conservation Council's acousitc monitoring program as part of the Large Forest Owls project		
DPIE Data from Scientific Licences dataset	SDFKI0160951	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					30/08/2023	05/11/2023			4	AR	Valid and accepted without modification		LDFKI0045185	Brewers Rd Kippenduff	-29.146687143	152.830409549	56	483505	6775751	300.0000	Recorded on Songmeter (SM4) during Nature Conservation Council's acousitc monitoring program as part of the Large Forest Owls project	Near front gate upslope on spotted gum	
DPIE Data from Scientific Licences dataset	SDFKI0166402	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					11/12/2023	11/12/2023			4	Q	Valid and accepted without modification		LDFKI0045438	Singleton Waste Management Facility, Dyrring Road	-32.552605000	151.204399000	56	331409	6396888	50.0000			
DPIE Data from Scientific Licences dataset	SDFKI0167632	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					30/10/2023 14:30:00	30/10/2023 14:30:00	1	X	4	O	Valid and accepted without modification		LDFKI0046443	Nungatta FPFA environs, South East Forest NP	-37.135448869	149.393468575	55	712600	5887420	50.0000		northern slashed verge of Imlay Road	
DPIE Data from Scientific Licences dataset	SDFKI0201082	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					06/02/2023	28/02/2023			4	Q	Valid and accepted without modification		LDFKI0062163	TUCKEAN NATURE RESERVE, BAGOTVILLE	-28.977469000	153.403152000	56	539276	6794444	20.0000			
DPIE Data from Scientific Licences dataset	SDFKI0291602	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					20/09/2024 00:49:00	20/09/2024 00:49:00	2	X	4	Q	Valid and accepted without modification		LDFKI0079042	Flat beside Roberts Creek. Rear of 587 East Kurrajong Rd	-33.507421577	150.749133258	56	290924	6290190	10.0000	Sniffing where fox had urinated 2 hours before.		
DPIE Data from Scientific Licences dataset	SDMPI0068125	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					26/05/2004	28/05/2004			4	O	Valid and accepted without modification		LDMPI0067512	Between Angourie Road and the Yamba Sewerage Works, south of Yamba Specified Map No: 9539	-29.449259725	153.351678917	56	534104	6742187	100.0000			
DPIE Data from Scientific Licences dataset	SDMPI0073467	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					13/04/2004	16/04/2004			4	O	Valid and accepted without modification		LDMPI0068434	Ravensworth State Forest Specified Map No: 9133	-32.399882428	151.123132825	56	323480	6413689	100.0000			
DPIE Data from Scientific Licences dataset	SDMPI0101798	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					22/10/2004	22/10/2004			4	O	Valid and accepted without modification		LDMPI0072989		-32.580766666	151.359264494	56	346000	6394000	1000.0000	No observation type supplied, assumed as 'O', but could have been 'W'		
DPIE Data from Scientific Licences dataset	SDMPI0101896	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					05/03/2004	05/03/2004			4	O	Valid and accepted without modification		LDMPI0072991		-32.590467142	151.412364357	56	351000	6393000	1000.0000	No observation type supplied, assumed as 'O', but could have been 'W'		
DPIE Data from Scientific Licences dataset	SDMPI0111357	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					17/09/2004	17/09/2004			4	O	Valid and accepted without modification		LDMPI0073215	Marulan	-34.727902494	149.977672009	55	772657	6153092	100000.0000	No observation supplied, assumed as 'O'		
DPIE Data from Scientific Licences dataset	SDMPI0114476	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					28/11/2004	28/11/2004	1	X	4	OW	Valid and accepted without modification		LDMPI0074195	Avondale SCA	-30.347436601	151.996533573	56	403554	6642288	10.0000		Opportunistic - Frog reptile - rocky hillside	
DPIE Data from Scientific Licences dataset	SDMPI0137812	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					23/03/2003	27/03/2003			4	O	Valid and accepted without modification		LDMPI0079124	Western side of Christies Sth Mgt Trl, 1.8km south of Christies Hut	-31.587141031	151.637444861	56	370720	6504520	10.0000			
DPIE Data from Scientific Licences dataset	SDMPI0137813	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					23/03/2003	27/03/2003			4	O	Valid and accepted without modification		LDMPI0079129	Banks of Myall River approximately 1.3km upstream of Christies Hut	-31.570238362	151.641125751	56	371046	6506398	10.0000			
DPIE Data from Scientific Licences dataset	SDMPI0137814	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					23/03/2003	27/03/2003			4	O	Valid and accepted without modification		LDMPI0079126	Eastern side of Christies Trail, 1km south of gate	-31.568288396	151.653776823	56	372244	6506629	10.0000			
DPIE Data from Scientific Licences dataset	SDMPI0137815	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					23/03/2003	27/03/2003			4	O	Valid and accepted without modification		LDMPI0079122	Christies Hut	-31.575554979	151.641417427	56	371081	6505809	10.0000			
DPIE Data from Scientific Licences dataset	SDMPI0139317	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					16/10/2006	20/10/2006	1		4	O	Valid and accepted without modification		LDMPI0079392	Deasey's Road, Pokolbin	-32.740603522	151.273100009	56	338200	6376150	100.0000			
DPIE Data from Scientific Licences dataset	SDMPI0139318	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					16/10/2006	20/10/2006	8		4	O	Valid and accepted without modification		LDMPI0079393	Deasey's Road, Pokolbin	-32.738776295	151.271223199	56	338020	6376350	100.0000			
DPIE Data from Scientific Licences dataset	SDMPI0156429	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					09/12/2006	09/12/2006			4	W	Valid and accepted without modification		LDMPI0082442	Private Property near Point Lookout	-30.499546757	152.380840404	56	440584	6625696	10.0000			
DPIE Data from Scientific Licences dataset	SDMPI0156960	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					28/03/2004	02/04/2004	1		4	P	Valid and accepted without modification		LDMPI0082455	1km south of Daisy Plains Huts on Carrai Road, Carrai NP	-30.910632752	152.293654434	56	432504	6580088	10.0000			
DPIE Data from Scientific Licences dataset	SDMPI0156961	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					28/03/2004	02/04/2004	1		4	O	Valid and accepted without modification		LDMPI0082448	Cochrane North Rd, 300m west of old mill site, Carrai SCA	-30.807957869	152.243884574	56	427671	6591436	10.0000			
DPIE Data from Scientific Licences dataset	SDMPI0157468	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					06/11/2004	13/11/2004	1		4	O	Valid and accepted without modification		LDMPI0082463	Rock outcrop on western side of Green Gully Trail, 2.5 kms up trail from junction of trail with Green Gully Creek	-31.031785863	152.090842452	56	413233	6566520	10.0000			
DPIE Data from Scientific Licences dataset	SDMPI0157469	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					06/11/2004	13/11/2004	1		4	O	Valid and accepted without modification		LDMPI0082459	Brumby Pass on Pass/ Brumby Creek, 550 m north east of junction with Green Gully Creek	-31.013897298	152.101624314	56	414246	6568511	10.0000			
DPIE Data from Scientific Licences dataset	SDMPI0157470	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					06/11/2004	13/11/2004	1		4	O	Valid and accepted without modification		LDMPI0082470	Colwells Trail, 500m southwest of junction with Kunderang Trail	-31.045045788	152.177757217	56	421539	6565115	10.0000			
DPIE Data from Scientific Licences dataset	SDMPI0157471	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					06/11/2004	13/11/2004	1		4	O	Valid and accepted without modification		LDMPI0082471	Kunderang Trail, 300m southest of junction with Colwells Trail	-31.045148520	152.183991530	56	422134	6565108	10.0000			
DPIE Data from Scientific Licences dataset	SDMPI0157472	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					06/11/2004	13/11/2004	1		4	O	Valid and accepted without modification		LDMPI0082476	Colwells Trail, 500m south of junction with Birds Nest Link Trail	-31.055434327	152.158687841	56	419728	6563950	10.0000			
DPIE Data from Scientific Licences dataset	SDMPI0162059	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					01/07/2004	01/07/2004			4	P	Valid and accepted without modification		LDMPI0082715	Lot 360 DP 849058 Tathra Road, Murrah	-36.535234031	150.051381834	56	236021	5952638	100.0000			
DPIE Data from Scientific Licences dataset	SDMPI0190009	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					19/11/2006	19/11/2006	1		4	O	Valid and accepted without modification		LDMPI0086752	Cordeaux Dam. adjacent to Cordeaux Dam Rd, just north of No. 6 trail & east/south-east of Cottage 390, Metropolitan Special Area	-34.328745607	150.745309594	56	292570	6199090	100.0000	observed at dusk, waling along and adjacent to location		
DPIE Data from Scientific Licences dataset	SDMPI0214125	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					16/03/2007	16/03/2007	1		4	W	Valid and accepted without modification		LDMPI0091158	Approximately 2.5km northwest of Nana Glen to the west of the Orara Valley Way	-30.131974001	152.993906750	56	499413	6666591	100.0000			
DPIE Data from Scientific Licences dataset	SDMPI0216643	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					22/04/2007	22/04/2007	1	X	4	O	Valid and accepted without modification		LDMPI0091299	Joes Box Road near boundary gate, Yabbra NP	-28.612501679	152.513100405	56	452400	6834848	10.0000			
DPIE Data from Scientific Licences dataset	SDMPI0245284	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					26/06/2006	30/06/2006			4	W	Valid and accepted without modification		LDMPI0095400	Woederns Road, Clarence Town NSW	-32.570868890	151.744040984	56	382105	6395589	1000.0000			
DPIE Data from Scientific Licences dataset	SDMPI0269568	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					04/12/2007	06/12/2007			4	W	Valid and accepted without modification		LDMPI0100741	Clifden Park, nr Grafton, Site 2, firetrail central north east of site, along ridge line, woodland with wet heath understorey	-29.538078996	152.956828548	56	495817	6732397	100.0000	Called from >1km away during call playback session		
DPIE Data from Scientific Licences dataset	SDMPI0277259	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					28/06/2004	02/07/2004			4	O	Valid and accepted without modification		LDMPI0102220	Lot 99, Point Plomer Road, Delicate Nobby	-31.260847698	152.964331789	56	496604	6541488	1000.0000			
DPIE Data from Scientific Licences dataset	SDMPI0299627	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					02/01/2008	12/01/2008	1		4	W	Valid and accepted without modification		LDMPI0103354	Immediately S Copeton Dam Wall	-29.914157153	150.932439815	56	300395	6688930	800.0000	Survey conducted for the proposed auxiliary spillway for Stage 1 Upgrade of Copeton Dam, involving part of the Gwydir River SCA.		
DPIE Data from Scientific Licences dataset	SDMPI0312937	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					27/02/2007	27/02/2007			4	O	Valid and accepted without modification		LDMPI0104312	Dunns Creek Rd Dunns Creek	-32.602573918	151.678549783	56	376001	6392000	200.0000			
DPIE Data from Scientific Licences dataset	SDMPI0415684	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					26/04/2008	27/04/2008	5	+	4	W	Valid and accepted without modification		LDMPI0119324	Barrington Country Retreat - Chichester Road, Dungog	-32.242851416	151.682528947	56	375882	6431884	100.0000			
DPIE Data from Scientific Licences dataset	SDMPI0416043	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					22/08/2008	10/09/2008			4	W	Valid and accepted without modification		LDMPI0119336	'Heritage Green Golf Course', Rutherford	-32.720368926	151.509683976	56	360337	6378730	100.0000			
DPIE Data from Scientific Licences dataset	SDMPI0431352	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					16/07/2008	16/07/2008			4	H	Valid and accepted without modification		LDMPI0120536	Salt Ash	-32.800689633	151.925219832	56	399371	6370297	500.0000	hair		
DPIE Data from Scientific Licences dataset	SDMPI0450722	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					25/05/2009	25/05/2009			4	Q	Valid and accepted without modification		LDMPI0124876	Yuraygir National Park; Potoroo monitoring site 27; Bees Nest Trail	-29.555474360	153.319570594	56	530958	6730427	20.0000			
DPIE Data from Scientific Licences dataset	SDMPI0450762	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					11/06/2009	11/06/2009			4	Q	Valid and accepted without modification		LDMPI0124886	Border Ranges National Park; Potoroo monitoring site 9; Tweed Range Rod, approx 2.3 km south of Beech Tree Picnic Area turnoff	-28.470829124	153.140876707	56	513791	6850632	20.0000			
DPIE Data from Scientific Licences dataset	SDMPI0450838	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					30/06/2009	30/06/2009			4	Q	Valid and accepted without modification		LDMPI0124901	Washpool National Park; Potoroo monitoring site 26; Coombadjah Tl	-29.486050631	152.330768156	56	435123	6737976	40.0000			
DPIE Data from Scientific Licences dataset	SDMPI0450842	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					30/06/2009	30/06/2009			4	Q	Valid and accepted without modification		LDMPI0124903	Washpool National Park; Potoroo monitoring site 26; Pidcock Tl	-29.490359287	152.333224812	56	435364	6737500	40.0000			
DPIE Data from Scientific Licences dataset	SDMPI0465078	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					03/11/2009	03/11/2009	1		4	W	Valid and accepted without modification		LDMPI0125851	Newnes SF	-33.367055668	150.159352767	56	235700	6304415	10.0000		Swamp	
DPIE Data from Scientific Licences dataset	SDMPI0472330	1904	Fauna	Mammalia	Canidae	4152	Canis lupus dingo	*	Dingo					14/12/2007	14/12/2007	1	X	4	F	Valid and accepted without modification		LDMPI0127336	sandstone ridge (Site 1) on La Bohema property - Stockyard Creek	-29.520278835	152.827873850	56	483320	6734357	20.0000	adult tracks observed on sandstone ridge	Veg code also = TS	
